"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26"
"143","Zotu143","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.45,"Insecta","class",0.32,"Hemiptera","order",0.04,"Anthocoridae","family",0.02,"Anthocoris","genus",0.02,"Anthocoris kerzhneri","species",0.02
"145","Zotu145","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.5,"Insecta","class",0.38,"Lepidoptera","order",0.09,"Noctuidae","family",0.02,"Targallodes","genus",0.02,"Targallodes vittalba","species",0.02
"146","Zotu146","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.19,"Homoscleromorpha","class",0.15,"Homosclerophorida","order",0.15,"Plakinidae","family",0.15,"Plakortis","genus",0.12,"Plakortis simplex","species",0.12
"147","Zotu147","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.44,"Insecta","class",0.35,"Diptera","order",0.04,"Syrphidae","family",0.02,"Allograpta","genus",0.02,"Allograpta falcata","species",0.01
"148","Zotu148","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.83,"Insecta","class",0.65,"Neuroptera","order",0.03,"Chrysopidae","family",0,"Nineta","genus",0,"Nineta itoi","species",0
"149","Zotu149","","root","root",1,"Eukaryota","superkingdom",1,"Nemertea","phylum",0.09,"Palaeonemertea","class",0.04,"Cephalothricidae","family",0.04,"Cephalothrix","genus",0.04,"Cephalothrix bipunctata","species",0.04,"","",NA
"150","Zotu150","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.17,"Hydrozoa","class",0.12,"Anthoathecata","order",0.07,"Pennariidae","family",0.06,"Pennaria","genus",0.06,"Pennaria disticha","species",0.06
"152","Zotu152","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.18,"Demospongiae","class",0.15,"Hadromerida","order",0.07,"Timeidae","family",0.06,"Timea","genus",0.06,"Timea unistellata","species",0.06
"153","Zotu153","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.56,"Insecta","class",0.47,"Plecoptera","order",0.01,"Capniidae","family",0,"Mesocapnia","genus",0,"Mesocapnia arizonensis","species",0
"154","Zotu154","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.73,"Ascidiacea","class",0.72,"Stolidobranchia","order",0.68,"Styelidae","family",0.45,"Polycarpa","genus",0.27,"Polycarpa tenera","species",0.19
"155","Zotu155","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.42,"Insecta","class",0.3,"Hemiptera","order",0.14,"Cicadidae","family",0.08,"Tanna","genus",0.03,"Tanna sozanensis","species",0.03
"156","Zotu156","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.12,"Gastropoda","class",0.1,"Nudibranchia","order",0.01,"Tergipedidae","family",0.01,"Cuthona","genus",0.01,"Cuthona ocellata","species",0.01
"157","Zotu157","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.46,"Hydrozoa","class",0.45,"Siphonophorae","order",0.12,"Apolemiidae","family",0.1,"Apolemia","genus",0.1,"Apolemia rubriversa","species",0.05
"158","Zotu158","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.4,"Malacostraca","class",0.1,"Decapoda","order",0.1,"Luciferidae","family",0.05,"Lucifer","genus",0.05,"Lucifer typus","species",0.05
"159","Zotu159","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.54,"Anthozoa","class",0.46,"Alcyonacea","order",0.3,"Primnoidae","family",0.11,"Fanellia","genus",0.06,"Fanellia medialis","species",0.06
"160","Zotu160","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.32,"Anthozoa","class",0.27,"Alcyonacea","order",0.13,"Gorgoniidae","family",0.06,"Antillogorgia","genus",0.06,"Antillogorgia bipinnata","species",0.06
"164","Zotu164","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",1,"Scyphozoa","class",1,"Semaeostomeae","order",1,"Ulmaridae","family",1,"Aurelia","genus",1,"Aurelia aurita","species",1
"165","Zotu165","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.82,"Insecta","class",0.72,"Diptera","order",0.2,"Sarcophagidae","family",0.08,"Sarcophaga","genus",0.08,"Sarcophaga vagans","species",0.07
"166","Zotu166","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",1,"Maxillopoda","class",1,"Sessilia","order",1,"Chthamalidae","family",1,"Chamaesipho","genus",1,"Chamaesipho columna","species",1
"167","Zotu167","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.16,"Hydrozoa","class",0.1,"Siphonophorae","order",0.07,"Agalmatidae","family",0.07,"Marrus","genus",0.07,"Marrus orthocanna","species",0.07
"169","Zotu169","","root","root",1,"Eukaryota","superkingdom",1,"Echinodermata","phylum",0.01,"Crinoidea","class",0.01,"Comatulida","order",0.01,"Comatulidae","family",0.01,"Clarkcomanthus","genus",0.01,"Clarkcomanthus mirus","species",0.01
"172","Zotu172","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.25,"Hydrozoa","class",0.23,"Narcomedusae","order",0.07,"Tetraplatia","genus",0.03,"Tetraplatia volitans","species",0.03,"","",NA
"173","Zotu173","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.22,"Hydrozoa","class",0.21,"Siphonophorae","order",0.1,"Prayidae","family",0.09,"Praya","genus",0.05,"Praya dubia","species",0.05
"174","Zotu174","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.17,"Caudofoveata","class",0.03,"Limifossorida","order",0.03,"Scutopodidae","family",0.03,"Scutopus","genus",0.03,"Scutopus ventrolineatus","species",0.03
"176","Zotu176","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.19,"Anthozoa","class",0.13,"Scleractinia","order",0.11,"Agariciidae","family",0.04,"Pavona","genus",0.03,"Pavona decussata","species",0.03
"177","Zotu177","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.41,"Hydrozoa","class",0.34,"Anthoathecata","order",0.16,"Pennariidae","family",0.15,"Pennaria","genus",0.15,"Pennaria disticha","species",0.15
"180","Zotu180","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.59,"Insecta","class",0.45,"Lepidoptera","order",0.18,"Nymphalidae","family",0.1,"Sais","genus",0.05,"Sais rosalia","species",0.05
"182","Zotu182","","root","root",1,"Eukaryota","superkingdom",1,"Bryozoa","phylum",1,"Gymnolaemata","class",1,"Cheilostomatida","order",1,"Watersiporidae","family",1,"Watersipora","genus",1,"Watersipora subtorquata","species",1
"184","Zotu184","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.64,"Insecta","class",0.5,"Hemiptera","order",0.06,"Aleyrodidae","family",0,"Aleurodicus","genus",0,"Aleurodicus dugesii","species",0
"185","Zotu185","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.29,"Hydrozoa","class",0.27,"Siphonophorae","order",0.19,"Prayidae","family",0.16,"Praya","genus",0.16,"Praya reticulata","species",0.15
"186","Zotu186","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",1,"Scyphozoa","class",1,"Semaeostomeae","order",1,"Ulmaridae","family",1,"Aurelia","genus",1,"Aurelia aurita","species",1
"187","Zotu187","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.42,"Hydrozoa","class",0.4,"Anthoathecata","order",0.24,"Polyorchidae","family",0.12,"Polyorchis","genus",0.12,"Polyorchis penicillatus","species",0.12
"188","Zotu188","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.46,"Anthozoa","class",0.3,"Actiniaria","order",0.27,"Halcampoididae","family",0.06,"Halcampoides","genus",0.06,"Halcampoides purpurea","species",0.06
"189","Zotu189","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.58,"Arachnida","class",0.1,"Araneae","order",0.09,"Theridiidae","family",0.07,"Argyrodes","genus",0.06,"Argyrodes miniaceus","species",0.06
"190","Zotu190","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.22,"Gastropoda","class",0.21,"Euconulidae","family",0.03,"Coneuplecta","genus",0.03,"Coneuplecta calculosa","species",0.03,"","",NA
"191","Zotu191","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.24,"Demospongiae","class",0.23,"Astrophorida","order",0.22,"Geodiidae","family",0.18,"Geodia","genus",0.18,"Geodia macandrewi","species",0.1
"192","Zotu192","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.21,"Gastropoda","class",0.14,"Fissurellidae","family",0.02,"Fissurellidea","genus",0.02,"Fissurellidea bimaculata","species",0.02,"","",NA
"195","Zotu195","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.11,"Anthozoa","class",0.04,"Scleractinia","order",0.03,"Caryophylliidae","family",0.02,"Solenosmilia","genus",0.01,"Solenosmilia variabilis","species",0.01
"196","Zotu196","","root","root",1,"Eukaryota","superkingdom",1,"Nematoda","phylum",0.11,"Chromadorea","class",0.11,"Rhabditida","order",0.07,"Rhabditidae","family",0.06,"Caenorhabditis","genus",0.06,"Caenorhabditis tropicalis","species",0.06
"198","Zotu198","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.2,"Demospongiae","class",0.16,"Halichondrida","order",0.1,"Dictyonellidae","family",0.1,"Tethyspira","genus",0.1,"Tethyspira spinosa","species",0.1
"199","Zotu199","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.12,"Demospongiae","class",0.1,"Poecilosclerida","order",0.04,"Raspailiidae","family",0.04,"Hymeraphia","genus",0.04,"Hymeraphia breeni","species",0.04
"200","Zotu200","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.19,"Hydrozoa","class",0.08,"Leptothecata","order",0.02,"Plumulariidae","family",0.01,"Plumularia","genus",0.01,"Plumularia hyalina","species",0.01
"203","Zotu203","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.37,"Demospongiae","class",0.24,"Poecilosclerida","order",0.1,"Raspailiidae","family",0.08,"Hymeraphia","genus",0.08,"Hymeraphia breeni","species",0.08
"204","Zotu204","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.2,"Hydrozoa","class",0.2,"Anthoathecata","order",0.08,"Pennariidae","family",0.04,"Pennaria","genus",0.04,"Pennaria disticha","species",0.04
"205","Zotu205","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.29,"Gastropoda","class",0.25,"Fissurellidae","family",0.05,"Diodora","genus",0.04,"Diodora ticaonica","species",0.03,"","",NA
"207","Zotu207","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.41,"Malacostraca","class",0.08,"Isopoda","order",0.07,"Trachelipodidae","family",0.07,"Trachelipus","genus",0.07,"Trachelipus rathkei","species",0.07
"208","Zotu208","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.17,"Gastropoda","class",0.15,"Amastridae","family",0.03,"Laminella","genus",0.03,"Laminella sanguinea","species",0.03,"","",NA
"210","Zotu210","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.21,"Gastropoda","class",0.2,"Fissurellidae","family",0.06,"Fissurellidea","genus",0.04,"Fissurellidea bimaculata","species",0.04,"","",NA
"211","Zotu211","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.66,"Arachnida","class",0.31,"Araneae","order",0.25,"Dipluridae","family",0.1,"Euagrus","genus",0.1,"Euagrus chisoseus","species",0.1
"213","Zotu213","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.55,"Insecta","class",0.49,"Diptera","order",0.15,"Mycetophilidae","family",0.05,"Exechiopsis","genus",0.03,"Exechiopsis indecisa","species",0.03
"214","Zotu214","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",1,"Maxillopoda","class",1,"Calanoida","order",1,"Acartiidae","family",1,"Acartia","genus",1,"Acartia bifilosa","species",1
"215","Zotu215","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",1,"Ascidiacea","class",1,"Stolidobranchia","order",1,"Styelidae","family",1,"Botrylloides","genus",1,"Botrylloides violaceus","species",1
"216","Zotu216","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.14,"Demospongiae","class",0.14,"Halichondrida","order",0.06,"Dictyonellidae","family",0.06,"Tethyspira","genus",0.06,"Tethyspira spinosa","species",0.06
"217","Zotu217","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.15,"Anthozoa","class",0.12,"Alcyonacea","order",0.04,"Isididae","family",0.03,"Acanella","genus",0.03,"Acanella eburnea","species",0.03
"218","Zotu218","","root","root",1,"Eukaryota","superkingdom",1,"Bryozoa","phylum",1,"Gymnolaemata","class",1,"Cheilostomatida","order",1,"Candidae","family",1,"Scrupocellaria","genus",1,"Scrupocellaria scruposa","species",1
"219","Zotu219","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.27,"Arachnida","class",0.08,"Scorpiones","order",0.05,"Buthidae","family",0.03,"Buthacus","genus",0.03,"Buthacus occidentalis","species",0.03
"220","Zotu220","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.2,"Hydrozoa","class",0.12,"Anthoathecata","order",0.06,"Ptilocodiidae","family",0.05,"Hydrichthella","genus",0.05,"Hydrichthella epigorgia","species",0.05
"222","Zotu222","","root","root",1,"Eukaryota","superkingdom",1,"Platyhelminthes","phylum",0.23,"Trematoda","class",0.16,"Plagiorchiida","order",0.06,"Paramphistomidae","family",0.06,"Calicophoron","genus",0.03,"Calicophoron microbothrioides","species",0.03
"223","Zotu223","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.45,"Insecta","class",0.28,"Lepidoptera","order",0.09,"Sphingidae","family",0.05,"Psilogramma","genus",0.02,"Psilogramma mastrigti","species",0.01
"225","Zotu225","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.25,"Arachnida","class",0.12,"Scorpiones","order",0.08,"Bothriuridae","family",0.03,"Brachistosternus","genus",0.03,"Brachistosternus simoneae","species",0.03
"227","Zotu227","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.17,"Anthozoa","class",0.1,"Antipatharia","order",0.01,"Antipathidae","family",0.01,"Stichopathes","genus",0.01,"Stichopathes lutkeni","species",0.01
"228","Zotu228","","root","root",1,"Eukaryota","superkingdom",1,"Echinodermata","phylum",0.15,"Crinoidea","class",0.15,"Comatulida","order",0.14,"Comatulidae","family",0.14,"Alloeocomatella","genus",0.08,"Alloeocomatella polycladia","species",0.08
"229","Zotu229","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.28,"Anthozoa","class",0.18,"Pennatulacea","order",0.16,"Renillidae","family",0.16,"Renilla","genus",0.16,"Renilla muelleri","species",0.16
"230","Zotu230","","root","root",1,"Eukaryota","superkingdom",1,"Platyhelminthes","phylum",0.08,"Monogenea","class",0.05,"Polyopisthocotylea","order",0.05,"Microcotylidae","family",0.05,"Polylabris","genus",0.05,"Polylabris halichoeres","species",0.05
"231","Zotu231","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.76,"Insecta","class",0.69,"Hemiptera","order",0.2,"Halimococcidae","family",0.14,"Colobopyga","genus",0.14,"Colobopyga pritchardiae","species",0.14
"232","Zotu232","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.65,"Anthozoa","class",0.46,"Alcyonacea","order",0.35,"Ellisellidae","family",0.06,"Ellisella","genus",0.04,"Ellisella schmitti","species",0.04
"233","Zotu233","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.53,"Pycnogonida","class",0.02,"Pantopoda","order",0.02,"Ammotheidae","family",0.02,"Ammothella","genus",0.02,"Ammothella tuberculata","species",0.02
"236","Zotu236","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.31,"Anthozoa","class",0.21,"Alcyonacea","order",0.12,"Paramuriceidae","family",0.04,"Echinogorgia","genus",0.02,"Echinogorgia complexa","species",0.02
"237","Zotu237","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",1,"Hydrozoa","class",0.99,"Leptothecata","order",0.91,"Campanulariidae","family",0.88,"Obelia","genus",0.66,"Obelia dichotoma","species",0.65
"238","Zotu238","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.42,"Hydrozoa","class",0.25,"Anthoathecata","order",0.14,"Pennariidae","family",0.13,"Pennaria","genus",0.13,"Pennaria disticha","species",0.13
"239","Zotu239","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.49,"Insecta","class",0.38,"Orthoptera","order",0.02,"Acrididae","family",0.02,"Carsula","genus",0.02,"Carsula yunnana","species",0.02
"240","Zotu240","","root","root",1,"Eukaryota","superkingdom",1,"Mollusca","phylum",0.44,"Gastropoda","class",0.44,"Nudibranchia","order",0.08,"Dorididae","family",0.06,"Aldisa","genus",0.06,"Aldisa banyulensis","species",0.06
"241","Zotu241","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.29,"Anthozoa","class",0.24,"Actiniaria","order",0.11,"Aliciidae","family",0.06,"Alicia","genus",0.06,"Alicia sansibarensis","species",0.06
"242","Zotu242","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.62,"Insecta","class",0.48,"Coleoptera","order",0.06,"Carabidae","family",0.05,"Pterostichus","genus",0.02,"Pterostichus pseudosinensis","species",0.01
"243","Zotu243","","root","root",1,"Eukaryota","superkingdom",1,"Echinodermata","phylum",0.19,"Asteroidea","class",0.07,"Brisingida","order",0.05,"Odinellidae","family",0.05,"Odinella","genus",0.05,"Odinella nutrix","species",0.05
"244","Zotu244","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.43,"Arachnida","class",0.06,"Scorpiones","order",0.05,"Bothriuridae","family",0.03,"Brachistosternus","genus",0.03,"Brachistosternus chango","species",0.03
"245","Zotu245","","root","root",1,"Eukaryota","superkingdom",1,"Porifera","phylum",0.19,"Homoscleromorpha","class",0.08,"Homosclerophorida","order",0.08,"Plakinidae","family",0.08,"Plakina","genus",0.08,"Plakina jani","species",0.03
"246","Zotu246","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.46,"Insecta","class",0.29,"Coleoptera","order",0.13,"Lucanidae","family",0.08,"Lucanus","genus",0.08,"Lucanus mazama","species",0.08
"248","Zotu248","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.68,"Insecta","class",0.56,"Lepidoptera","order",0.2,"Nymphalidae","family",0.08,"Pandita","genus",0.03,"Pandita sinope","species",0.03
"249","Zotu249","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.25,"Hydrozoa","class",0.07,"Trachymedusae","order",0.06,"Rhopalonematidae","family",0.06,"Pantachogon","genus",0.06,"Pantachogon haeckeli","species",0.06
"250","Zotu250","","root","root",1,"Eukaryota","superkingdom",1,"Bryozoa","phylum",1,"Gymnolaemata","class",1,"Cheilostomatida","order",1,"Watersiporidae","family",1,"Watersipora","genus",1,"Watersipora subtorquata","species",1
"254","Zotu254","","root","root",1,"Eukaryota","superkingdom",1,"Cnidaria","phylum",0.19,"Hydrozoa","class",0.16,"Anthoathecata","order",0.13,"Corynidae","family",0.11,"Sarsia","genus",0.11,"Sarsia princeps","species",0.11
"255","Zotu255","","root","root",1,"Eukaryota","superkingdom",1,"Chordata","phylum",0.3,"Mammalia","class",0.12,"Rodentia","order",0.04,"Pedetidae","family",0.02,"Pedetes","genus",0.02,"Pedetes capensis","species",0.02
"257","Zotu257","","root","root",1,"Eukaryota","superkingdom",1,"Arthropoda","phylum",0.55,"Insecta","class",0.45,"Hymenoptera","order",0.05,"Argidae","family",0.01,"Cibdela","genus",0.01,"Cibdela janthina","species",0.01
