OTU	assignmentQual	taxID	superkingdom	phylum	class	order	family	genus	species
OTU_17698	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17700	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17701	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17703	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17704	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17705	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17706	High	665965	Eukaryota	Mollusca	Bivalvia	Veneroida	Scrobiculariidae	Scrobicularia	Scrobicularia plana
OTU_17707	Low	2025990	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Nothophytophthora	Nothophytophthora chlamydospora
OTU_17708	Low	131064	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Delesseriaceae	Grinnellia	Grinnellia americana
OTU_17709	Low	1654810	Eukaryota				Paramoebidae	Cunea	Cunea thuwala
OTU_17710	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17711	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17712	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17713	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17714	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17715	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17716	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17717	Low	652787	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter mallensis
OTU_17718	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17719	Low	1702228	Eukaryota		Oomycetes			Haptoglossa	Haptoglossa sp. DM2 4/12
OTU_17720	Low	1889767	Eukaryota	Arthropoda	Insecta	Hemiptera	Cicadellidae	Ribautiana	Ribautiana ulmi
OTU_17721	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17722	Low	2856	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca closterium
OTU_17723	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17724	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17726	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17727	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17728	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17730	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17731	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17732	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17734	Low	683124	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium haoranii
OTU_17735	Low	104268	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum mesophilum
OTU_17736	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17737	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17738	Low	645369	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Prayidae	Amphicaryon	Amphicaryon peltifera
OTU_17739	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17741	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17742	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17743	Low	1260806	Eukaryota	Arthropoda	Insecta	Diptera	Sciaridae	Ctenosciara	Ctenosciara insolita
OTU_17744	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17745	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17746	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17747	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17748	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17749	Low	2495572	Eukaryota	Platyhelminthes	Catenulida		Stenostomidae	Stenostomum	Stenostomum cf. simplex AW-2018
OTU_17750	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17751	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17752	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17753	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17756	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17757	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17758	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17759	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17761	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17762	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17763	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17766	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17767	Low	65658	Eukaryota			Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba astronyxis
OTU_17769	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17770	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17771	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17772	Low	2301598	Eukaryota				Vexilliferidae	Vexillifera	Vexillifera kereti
OTU_17775	High	89957	Eukaryota		Dinophyceae	Suessiales	Suessiaceae	Polarella	Polarella glacialis
OTU_17776	Low	1396423	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora mississippiae
OTU_17777	Low	1202772	Eukaryota		Oomycetes	Saprolegniales	Saprolegniaceae	Achlya	Achlya hypogyna
OTU_17778	Low	1638924	Eukaryota		Oomycetes	Olpidiopsidales	Olpidiopsidaceae	Olpidiopsis	Olpidiopsis feldmanni
OTU_17779	Low	49012	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Sporisorium	Sporisorium scitamineum
OTU_17780	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17781	Low	655981	Eukaryota	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus destructans
OTU_17782	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17783	High	527890	Eukaryota	Arthropoda	Insecta	Hemiptera	Aphididae	Tuberculatus	Tuberculatus annulatus
OTU_17784	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17785	Low	65659	Eukaryota			Longamoebia	Acanthamoebidae	Acanthamoeba	Acanthamoeba comandoni
OTU_17786	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17787	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17788	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17790	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17791	Low	2058135	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya	Olleya sp. Bg11-27
OTU_17792	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17793	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17794	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17795	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17796	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17797	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17798	Low	1955105	Eukaryota	Ascomycota	Leotiomycetes			Leohumicola	Leohumicola sp.
OTU_17800	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17801	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17802	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17803	High-MH	None	Eukaryota		Phaeophyceae	Fucales	NA	NA	NA
OTU_17804	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17805	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17806	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17807	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17808	Low	1105345	Eukaryota				Vexilliferidae	Vexillifera	Vexillifera bacillipedes
OTU_17809	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17810	Low	82940	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium middletonii
OTU_17811	High	1812981	Eukaryota	Annelida	Clitellata	Enchytraeida	Enchytraeidae	Lumbricillus	Lumbricillus viridis
OTU_17812	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_17813	Low	1117030	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella encystans
OTU_17814	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17815	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17816	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17817	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17818	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17819	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17820	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17822	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17823	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17824	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17825	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17826	Low	81824	Eukaryota			Choanoflagellida	Salpingoecidae	Monosiga	Monosiga brevicollis
OTU_17827	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17828	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17829	Low	129351	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora heveae
OTU_17831	Low	1522452	Eukaryota	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellaceae	Nannochloris	Nannochloris sp. MBTD-CMFRI-S048
OTU_17832	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17833	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17834	Low	309721	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia longissima
OTU_17835	Low	1428570	Eukaryota		Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	Azadinium dalianense
OTU_17836	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17837	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17838	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17839	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17840	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17841	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17843	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17844	Low	5400	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe aegerita
OTU_17845	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17846	Low	82952	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium violae
OTU_17847	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17848	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17849	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17850	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17851	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17852	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17853	Low	1654810	Eukaryota				Paramoebidae	Cunea	Cunea thuwala
OTU_17854	Low	2058135	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Olleya	Olleya sp. Bg11-27
OTU_17855	Low	1955561	Eukaryota		Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas	Paraphysomonas sp.
OTU_17856	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17857	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17859	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17860	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17861	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17862	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17863	Low	2858	Eukaryota	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia	Nitzschia alba
OTU_17864	Low	655981	Eukaryota	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus destructans
OTU_17865	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17866	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17868	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17869	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17871	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17872	Low	533304	Eukaryota	Ascomycota	Leotiomycetes			Leohumicola	Leohumicola levissima
OTU_17873	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17875	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17876	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17877	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17879	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17880	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17881	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17882	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17883	Low	1694215	Eukaryota	Arthropoda	Insecta	Diptera	Mycetophilidae		Mycetophilidae sp. BOLD:ACA4286
OTU_17884	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17885	Low	645324	Eukaryota	Cnidaria	Hydrozoa	Siphonophorae	Apolemiidae	Apolemia	Apolemia sp. BO-2009
OTU_17886	Low	1450757	Eukaryota	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina wiesneri
OTU_17887	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17888	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17889	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17890	Low	284005	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Aglaothamnion	Aglaothamnion callophyllidicola
OTU_17891	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17893	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17894	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17895	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17896	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17897	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17899	Low	1841648	Eukaryota		Chrysophyceae	Chromulinales	Chromulinaceae	Pedospumella	Pedospumella sinomuralis
OTU_17900	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17901	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17902	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17903	Low	1246992	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula taiwanensis
OTU_17905	Low	552825	Eukaryota	Ascomycota				Tetracladium	Tetracladium palmatum
OTU_17906	Low	1892891	Eukaryota						Amoebozoa sp.
OTU_17907	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17908	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17909	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17910	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17911	Low	290618	Eukaryota	Ascomycota	Leotiomycetes			Leohumicola	Leohumicola minima
OTU_17912	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17913	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17914	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17915	Low	89336	Eukaryota		Oomycetes	Peronosporales	Peronosporaceae	Phytophthora	Phytophthora sp.
OTU_17916	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17917	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17918	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17919	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17920	Low	134686	Eukaryota		Oomycetes	Leptomitales		Apodachlya	Apodachlya minima
OTU_17921	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17922	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17923	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17924	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17925	Low	335852	Eukaryota	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae	Arthrinium	Arthrinium arundinis
OTU_17926	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17927	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17928	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17929	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17930	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17931	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17932	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17933	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17934	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17935	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17936	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17937	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17938	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17939	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17940	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17941	Low	754423	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum sp. SZ-18
OTU_17942	Low	1202772	Eukaryota		Oomycetes	Saprolegniales	Saprolegniaceae	Achlya	Achlya hypogyna
OTU_17943	Low	120419	Eukaryota		Oomycetes	Saprolegniales	Saprolegniaceae	Saprolegnia	Saprolegnia monilifera
OTU_17944	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17945	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17946	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17947	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17948	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17949	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17950	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17951	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17953	Low	97222	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	Navicula minima
OTU_17954	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17955	Low	89940	Eukaryota	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora bantiana
OTU_17956	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17957	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17958	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17959	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17960	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17961	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17963	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17964	Low	2249798	Eukaryota	Arthropoda	Insecta	Hemiptera			Hemiptera sp. BIOUG03768-E03
OTU_17965	Low	1577906	Eukaryota	Bacillariophyta	Bacillariophyceae	Naviculales	Berkeleyaceae	Berkeleya	Berkeleya fennica
OTU_17966	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17967	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17968	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17969	Low	371456	Eukaryota	Arthropoda	Malacostraca	Amphipoda	Aoridae	Aora	Aora gracilis
OTU_17970	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17971	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17972	Low	115418	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Pythium	Pythium mamillatum
OTU_17973	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17974	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17975	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17976	Low	986	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium johnsoniae
OTU_17977	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17978	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17979	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17981	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17982	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17983	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17984	Low	655981	Eukaryota	Ascomycota	Leotiomycetes		Pseudeurotiaceae	Pseudogymnoascus	Pseudogymnoascus destructans
OTU_17985	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17987	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17988	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17989	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17990	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17991	Low	2210347	Eukaryota	Arthropoda	Insecta	Diptera	Chironomidae	Procladius	Procladius sp. BIOUG17705-A11
OTU_17992	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17993	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17994	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17995	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17996	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17997	Low	2292440	Eukaryota		Oomycetes	Pythiales	Pythiaceae	Phytopythium	Phytopythium sp. 1 JJC-2018
OTU_17998	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_17999	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18000	Low	1802957	Eukaryota	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Cairneyella	Cairneyella variabilis
OTU_18001	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18002	Low	267982	Eukaryota	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema tropicum
OTU_18003	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18004	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18005	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18006	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18007	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18008	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18009	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18010	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18011	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18012	Low	162275	Eukaryota		Raphidophyceae			Haramonas	Haramonas dimorpha
OTU_18013	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18014	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18015	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18016	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18017	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18018	Low	290618	Eukaryota	Ascomycota	Leotiomycetes			Leohumicola	Leohumicola minima
OTU_18019	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18020	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18021	High	321254	Eukaryota	Rhodophyta	Florideophyceae	Plocamiales	Plocamiaceae	Plocamium	Plocamium nanum
OTU_18022	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18023	Low	1246992	Eukaryota	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula taiwanensis
OTU_18024	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18025	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18026	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18027	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18028	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18029	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18030	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18031	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18032	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18033	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18034	Low	1440116	Eukaryota		Oomycetes	Lagenidiales	Lagenidiaceae	Lagenidium	Lagenidium giganteum
OTU_18035	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18036	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18037	High	126592	Eukaryota	Annelida	Polychaeta	Phyllodocida	Nereididae	Hediste	Hediste diversicolor
OTU_18038	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18039	Low	397018	Eukaryota	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Callithamnion	Callithamnion consanguineum
OTU_18040	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18041	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18042	High-MH	None	Eukaryota	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	NA	NA
OTU_18043	Low	2301598	Eukaryota				Vexilliferidae	Vexillifera	Vexillifera kereti
OTU_18044	Low	1545448	Eukaryota		Chrysophyceae			Segregatospumella	Segregatospumella dracosaxi
OTU_18045	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18046	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18047	Low	505981	Eukaryota		Oomycetes			Haptoglossa	Haptoglossa zoospora
OTU_18048	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18049	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18050	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18051	Low	1388755	Bacteria	Proteobacteria	Alphaproteobacteria	Pelagibacterales	Pelagibacteraceae	Candidatus Pelagibacter	Candidatus Pelagibacter sp. HIMB1321
OTU_18052	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18053	Low	1535393	Eukaryota		Phaeophyceae	Ectocarpales	Chordariaceae		Chordariaceae sp. 7 AP-2014
OTU_18054	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18055	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18056	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18057	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18058	Low	5400	Eukaryota	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Agrocybe	Agrocybe aegerita
OTU_18059	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18060	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18062	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18063	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18064	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18065	None	None	NA	NA	NA	NA	NA	NA	NA
OTU_18066	Low	84397	Eukaryota	Rotifera	Monogononta	Ploima	Asplanchnidae	Asplanchna	Asplanchna sieboldi
OTU_18067	None	None	NA	NA	NA	NA	NA	NA	NA
